0.03460969	-0.00847986	0.13535571	-0.07285156	-0.07777369	-0.033055853	0.17322432	0.06970435	-0.00043306226	-0.09694308	0.046645813	-0.058977842	-0.058755685	-0.047944654	-0.06763407	0.031925246
0.199317	-0.01811624	0.24394117	-0.14162244	-0.08559429	-0.13640724	0.24006283	0.1694365	0.1606808	-0.10692821	0.16034916	-0.14569664	-0.114627905	-0.20178695	-0.0946485	0.11104184
0.3740084	-0.09437129	0.3546752	-0.1436704	-0.08097491	-0.15974522	0.47580597	0.27004406	0.24992721	-0.21841586	0.2727957	-0.18835838	-0.16292424	-0.28819418	-0.29090863	0.28183466
-0.8131892	0.536787	-0.993499	0.70380604	-0.21208121	0.71100754	-1.157833	-0.862771	-0.76621294	0.7880377	-0.9646319	0.73026043	0.74458677	0.8590708	0.91221464	-0.8272875
0.059361618	-0.027641127	0.010338273	-0.037030414	0.04367775	-0.0066756285	-0.007985039	0.051512428	0.05860017	-0.009080472	0.049413133	-0.01842689	-0.006186562	-0.013331308	0.009015748	-0.040391732
0.106803365	-0.048508793	0.12986964	-0.11419991	0.049077827	-0.03738861	0.09396552	0.034995157	0.101565406	-0.07574876	0.10786484	-0.07618769	-0.090658635	-0.1023364	-0.042648077	0.068189405
-0.6479783	0.5911855	-0.8109361	0.63808274	-0.3793312	0.630507	-0.8940634	-0.74349266	-0.6247021	0.7167047	-0.8120249	0.6857245	0.58487046	0.7067089	0.7230835	-0.7053063
0.033786815	-0.10690846	0.08787056	-0.08690043	0.048721656	-0.047565598	0.13099423	0.09765265	0.1484251	-0.1494086	0.08861902	-0.12866011	-0.050846085	-0.122234285	-0.14021903	0.13577428
-0.6208331	0.62151337	-0.8039333	0.65482366	-0.37198615	0.6286784	-0.8341222	-0.7230563	-0.6513376	0.6866568	-0.7928481	0.68286675	0.7050652	0.769827	0.7560228	-0.74591756
0.013210162	0.030029632	0.06962611	0.013628796	-0.030137995	-0.026533449	0.029072193	0.008174496	0.038591098	0.003638501	0.029983891	-0.010951266	0.043529958	-0.05686082	-0.03255137	0.033092458
-0.7174003	0.59512395	-0.86808854	0.6031959	-0.32941848	0.7021079	-0.8763397	-0.73081577	-0.68668365	0.66077244	-0.8671754	0.66782546	0.58120173	0.7152896	0.7631832	-0.6942871
